rok	wiek	liczba_m	liczba_k
1993	53	176300	192400
1993	54	178100	196900
1993	55	174900	196300
1993	56	175600	196700
1993	57	178500	203800
1993	58	175400	201400
1993	59	168600	196000
1993	60	166300	194000
1993	61	170800	203600
1993	62	169100	201800
1993	63	172000	211500
1993	64	156700	196400
1993	65	151700	197000
1993	66	133700	180900
1993	67	125900	183000
1993	68	126200	189100
1993	69	110700	171900
1993	70	107700	167700
1993	71	99200	156900
1993	72	82400	130100
1993	73	80100	126300
1993	74	64300	106500
1993	75	43800	77200
1993	76	40100	69000
1993	77	39100	71600
1993	78	38300	74500
1993	79	45700	89800
1993	80	41700	83000
1993	81	39100	82300
1993	82	32000	68100
1993	83	29700	65400
1993	84	23500	52100
1993	85	19400	46100
1993	86	15800	38000
1993	87	12400	32600
1993	88	9600	26600
1993	89	7300	20900
1993	90	5100	15600
1993	91	4000	12800
1993	92	2800	8300
1993	93	2200	8200
1993	94	700	2000
1993	95	700	2700
1993	96	300	1200
1993	97	300	1200
1993	98	200	700
1993	99	100	300
1993	100	400	1300
1994	0	240800	230100
1994	1	247300	234900
1994	2	256800	244900
1994	3	273300	259300
1994	4	272700	258900
1994	5	281800	266200
1994	6	292800	278800
1994	7	301500	285600
1994	8	313700	300800
1994	9	333700	320800
1994	10	346000	330300
1994	11	353700	340000
1994	12	346300	331000
1994	13	330200	316400
1994	14	336700	324200
1994	15	333500	318200
1994	16	327000	313200
1994	17	321000	306100
1994	18	324000	311000
1994	19	313100	301600
1994	20	302300	288900
1994	21	287400	277600
1994	22	282700	271600
1994	23	270800	260300
1994	24	262100	251500
1994	25	249500	236800
1994	26	248800	236800
1994	27	243000	232100
1994	28	244000	235900
1994	29	248500	241700
1994	30	257000	249400
1994	31	262000	255800
1994	32	267100	260100
1994	33	274700	268000
1994	34	296400	291700
1994	35	309200	303800
1994	36	327900	322400
1994	37	332000	326700
1994	38	329800	327400
1994	39	333100	330200
1994	40	320900	320900
1994	41	319100	320600
1994	42	315400	317900
1994	43	306500	311500
1994	44	300400	303700
1994	45	279600	286000
1994	46	275800	282200
1994	47	254500	261900
1994	48	230700	240600
1994	49	169800	180400
1994	50	163700	175200
1994	51	158600	169500
1994	52	156300	169700
1994	53	163700	177400
1994	54	173400	191100
1994	55	175000	195500
1994	56	171600	194700
1994	57	172000	195000
1994	58	174700	202100
1994	59	171400	199400
1994	60	164300	193900
1994	61	161900	191800
1994	62	166000	201100
1994	63	163900	199100
1994	64	166300	208500
1994	65	151100	193200
1994	66	146200	193600
1994	67	128300	177300
1994	68	120400	179200
1994	69	120300	184600
1994	70	105000	167500
1994	71	101900	162900
1994	72	93500	151900
1994	73	77400	125500
1994	74	74900	121500
1994	75	59500	101600
1994	76	40400	73600
1994	77	36800	65300
1994	78	35500	67400
1994	79	34500	69400
1994	80	40900	83300
1994	81	36800	76200
1994	82	34200	74800
1994	83	27600	60900
1994	84	25400	58100
1994	85	19700	45400
1994	86	16100	39400
1994	87	12700	31700
1994	88	9900	27000
1994	89	7600	21800
1994	90	5700	16700
1994	91	3800	12200
1994	92	3000	9800
1994	93	2000	6200
1994	94	1600	6400
1994	95	300	700
1994	96	500	1900
1994	97	200	600
1994	98	200	800
1994	99	100	400
1994	100	400	1400
1995	0	217900	206400
1995	1	240200	229700
1995	2	247000	234700
1995	3	256700	244700
1995	4	273100	259200
1995	5	272500	258800
1995	6	281600	266000
1995	7	292500	278600
1995	8	301200	285300
1995	9	313300	300500
1995	10	333400	320500
1995	11	345600	330000
1995	12	353300	339700
1995	13	346000	330700
1995	14	329800	316000
1995	15	336200	323900
1995	16	333000	317800
1995	17	326400	312800
1995	18	320200	305800
1995	19	322800	310700
1995	20	312200	301300
1995	21	301500	288500
1995	22	286600	277200
1995	23	281900	271300
1995	24	270000	259900
1995	25	261400	251100
1995	26	249000	236500
1995	27	248200	236400
1995	28	242500	231700
1995	29	243400	235600
1995	30	247800	241300
1995	31	256300	249000
1995	32	261300	255400
1995	33	266300	259700
1995	34	273800	267500
1995	35	295300	291200
1995	36	307900	303300
1995	37	326500	321800
1995	38	330500	326000
1995	39	328200	326700
1995	40	331300	329400
1995	41	319000	320000
1995	42	317100	319700
1995	43	313300	317000
1995	44	304300	310500
1995	45	298100	302700
1995	46	277200	285000
1995	47	273300	281200
1995	48	252100	260900
1995	49	228300	239600
1995	50	167900	179600
1995	51	161600	174300
1995	52	156500	168600
1995	53	154200	168800
1995	54	161200	176400
1995	55	170500	189800
1995	56	172000	194300
1995	57	168300	193400
1995	58	168500	193500
1995	59	170800	200300
1995	60	167200	197500
1995	61	160000	191900
1995	62	157400	189700
1995	63	161200	198700
1995	64	158800	196500
1995	65	160600	205500
1995	66	145600	190000
1995	67	140500	190200
1995	68	123000	173700
1995	69	115000	175200
1995	70	114400	180100
1995	71	99700	163000
1995	72	96200	158000
1995	73	87900	146800
1995	74	72400	120800
1995	75	69700	116400
1995	76	54900	96700
1995	77	37200	69900
1995	78	33500	61500
1995	79	32100	63000
1995	80	30900	64500
1995	81	36400	76600
1995	82	32400	69400
1995	83	29700	67500
1995	84	23600	54100
1995	85	21700	51500
1995	86	16300	38500
1995	87	13200	33200
1995	88	10100	26000
1995	89	7800	22100
1995	90	6000	17700
1995	91	4300	13100
1995	92	2800	9300
1995	93	2300	7400
1995	94	1500	4400
1995	95	700	2700
1995	96	400	1800
1995	97	300	1100
1995	98	200	700
1995	99	200	500
1995	100	400	1400
1996	0	216100	203700
1996	1	217400	206000
1996	2	239900	229400
1996	3	246800	234500
1996	4	256400	244500
1996	5	272900	259000
1996	6	272300	258600
1996	7	281400	265800
1996	8	292200	278300
1996	9	300900	285000
1996	10	313000	300200
1996	11	333000	320100
1996	12	345300	329700
1996	13	352800	339300
1996	14	345500	330300
1996	15	329300	315700
1996	16	335700	323500
1996	17	332300	317400
1996	18	325400	312400
1996	19	318900	305400
1996	20	322000	310200
1996	21	311400	300800
1996	22	300800	288100
1996	23	285900	276800
1996	24	281300	270900
1996	25	269400	259600
1996	26	260900	250800
1996	27	248400	236200
1996	28	247700	236100
1996	29	242000	231300
1996	30	242800	235200
1996	31	247200	241000
1996	32	255700	248600
1996	33	260600	254900
1996	34	265400	259200
1996	35	272900	267100
1996	36	294300	290600
1996	37	306700	302600
1996	38	325200	321100
1996	39	329000	325300
1996	40	326500	325900
1996	41	329500	328500
1996	42	317100	319100
1996	43	315200	318800
1996	44	311100	316000
1996	45	302000	309400
1996	46	295800	301600
1996	47	274900	283900
1996	48	270800	280100
1996	49	249600	259700
1996	50	225800	238500
1996	51	166000	178800
1996	52	159500	173400
1996	53	154300	167700
1996	54	151800	167800
1996	55	158600	175200
1996	56	167500	188500
1996	57	168800	192900
1996	58	164900	191900
1996	59	164800	191800
1996	60	166800	198500
1996	61	162900	195600
1996	62	155800	189800
1996	63	152700	187400
1996	64	156300	196100
1996	65	153500	193600
1996	66	154800	202000
1996	67	139800	186500
1996	68	134800	186600
1996	69	117600	170000
1996	70	109400	171000
1996	71	108400	175300
1996	72	94100	158000
1996	73	90400	152700
1996	74	82100	141300
1996	75	67400	115800
1996	76	64500	111000
1996	77	50400	91400
1996	78	33900	66000
1996	79	30200	57400
1996	80	28800	58400
1996	81	27400	59300
1996	82	32000	69700
1996	83	28100	62300
1996	84	25500	59800
1996	85	20100	47400
1996	86	18100	44800
1996	87	13200	32100
1996	88	10700	27400
1996	89	7900	20700
1996	90	6200	17600
1996	91	4600	14200
1996	92	3200	10000
1996	93	2000	6900
1996	94	1700	5400
1996	95	800	2800
1996	96	500	1800
1996	97	300	1100
1996	98	200	700
1996	99	200	600
1996	100	400	1500
1997	0	208300	196800
1997	1	215700	203300
1997	2	217200	205700
1997	3	239700	229200
1997	4	246600	234400
1997	5	256200	244300
1997	6	272700	258800
1997	7	272100	258300
1997	8	281100	265600
1997	9	291900	278000
1997	10	300600	284700
1997	11	312600	299900
1997	12	332600	319800
1997	13	344800	329300
1997	14	352300	338900
1997	15	345000	329900
1997	16	328700	315300
1997	17	335000	323100
1997	18	331100	316900
1997	19	324100	311900
1997	20	317900	304900
1997	21	321000	309800
1997	22	310500	300400
1997	23	300000	287700
1997	24	285200	276400
1997	25	280600	270500
1997	26	268800	259200
1997	27	260200	250400
1997	28	247800	235800
1997	29	247100	235700
1997	30	241400	231000
1997	31	242200	234800
1997	32	246500	240600
1997	33	254900	248100
1997	34	259700	254500
1997	35	264500	258700
1997	36	271900	266500
1997	37	293100	290000
1997	38	305300	301900
1997	39	323600	320400
1997	40	327200	324500
1997	41	324600	325000
1997	42	327400	327600
1997	43	315000	318200
1997	44	312900	317800
1997	45	308800	315000
1997	46	299500	308300
1997	47	293100	300400
1997	48	272200	282700
1997	49	268000	279000
1997	50	246800	258500
1997	51	223100	237300
1997	52	163900	177800
1997	53	157300	172400
1997	54	152000	166600
1997	55	149400	166800
1997	56	155800	174000
1997	57	164300	187000
1997	58	165500	191400
1997	59	161300	190300
1997	60	160800	190100
1997	61	162700	196500
1997	62	158500	193500
1997	63	151200	187500
1997	64	148100	184900
1997	65	151100	193300
1997	66	148000	190500
1997	67	149000	198400
1997	68	134000	183000
1997	69	129000	182700
1997	70	111800	165900
1997	71	103900	166600
1997	72	102600	170000
1997	73	88600	153100
1997	74	84800	147100
1997	75	76500	135600
1997	76	62500	110600
1997	77	59600	105400
1997	78	46000	86000
1997	79	30800	62100
1997	80	27200	53200
1997	81	25600	53800
1997	82	24100	54000
1997	83	27900	63000
1997	84	24200	55600
1997	85	21900	52800
1997	86	16900	40800
1997	87	15000	38400
1997	88	10500	26200
1997	89	8500	22400
1997	90	6100	16000
1997	91	4800	13900
1997	92	3600	11200
1997	93	2400	7600
1997	94	1400	5000
1997	95	1100	3400
1997	96	600	2300
1997	97	400	1300
1997	98	200	900
1997	99	200	700
1997	100	400	1500
1998	0	200100	188400
1998	1	208100	196600
1998	2	215600	203300
1998	3	217100	205700
1998	4	239600	229200
1998	5	246600	234300
1998	6	256100	244300
1998	7	272600	258700
1998	8	272000	258300
1998	9	281000	265500
1998	10	291800	277900
1998	11	300400	284600
1998	12	312400	299800
1998	13	332400	319600
1998	14	344500	329100
1998	15	352000	338600
1998	16	344600	329700
1998	17	328200	315000
1998	18	333700	322800
1998	19	329800	316600
1998	20	323300	311600
1998	21	317100	304700
1998	22	320400	309500
1998	23	309800	300100
1998	24	299400	287400
1998	25	284800	276200
1998	26	280100	270300
1998	27	268400	259000
1998	28	259800	250200
1998	29	247400	235600
1998	30	246600	235500
1998	31	240900	230800
1998	32	241600	234600
1998	33	245900	240300
1998	34	254300	247800
1998	35	259000	254100
1998	36	263700	258400
1998	37	270900	266200
1998	38	292000	289600
1998	39	303900	301400
1998	40	322100	319700
1998	41	325700	323700
1998	42	322900	324300
1998	43	325500	326800
1998	44	313000	317300
1998	45	310700	316800
1998	46	306400	314000
1998	47	296900	307300
1998	48	290600	299400
1998	49	269700	281700
1998	50	265300	277800
1998	51	244100	257400
1998	52	220400	236300
1998	53	161700	176900
1998	54	155100	171500
1998	55	149600	165700
1998	56	147000	165800
1998	57	153000	172900
1998	58	161200	185700
1998	59	162200	189900
1998	60	157700	188700
1998	61	157000	188400
1998	62	158500	194500
1998	63	154100	191400
1998	64	146700	185300
1998	65	143300	182400
1998	66	146000	190500
1998	67	142400	187400
1998	68	143000	194900
1998	69	128200	179400
1998	70	123100	178700
1998	71	106300	161700
1998	72	98200	162000
1998	73	96700	164800
1998	74	83200	147800
1998	75	79200	141500
1998	76	71100	129700
1998	77	57700	105000
1998	78	54900	99800
1998	79	41900	80400
1998	80	27900	57900
1998	81	24400	49200
1998	82	22800	49300
1998	83	21100	48900
1998	84	24300	56400
1998	85	20800	49400
1998	86	18500	46200
1998	87	14000	34700
1998	88	12500	32700
1998	89	8400	21000
1998	90	6700	18100
1998	91	4500	12100
1998	92	3800	10800
1998	93	2800	8800
1998	94	1800	5600
1998	95	1200	3600
1998	96	700	2400
1998	97	500	1400
1998	98	300	1000
1998	99	200	700
1998	100	400	1500
1999	0	195360	185823
1999	1	201419	190691
1999	2	208959	198769
1999	3	219153	208239
1999	4	224435	214777
1999	5	236907	227621
1999	6	247366	236465
1999	7	258482	247286
1999	8	274793	261299
1999	9	281621	268645
1999	10	285358	271484
1999	11	292731	279821
1999	12	300710	285277
1999	13	315513	301184
1999	14	338481	323256
1999	15	348931	333220
1999	16	355594	341247
1999	17	342581	326555
1999	18	324882	312926
1999	19	329055	318714
1999	20	324554	313031
1999	21	315378	305497
1999	22	311340	300415
1999	23	312585	303275
1999	24	301991	294211
1999	25	292894	283183
1999	26	280485	272586
1999	27	272772	264078
1999	28	260614	253781
1999	29	255302	247370
1999	30	244786	237642
1999	31	242049	234646
1999	32	238552	232133
1999	33	240615	234326
1999	34	245203	239038
1999	35	251236	245206
1999	36	256838	251794
1999	37	260077	254975
1999	38	269023	266015
1999	39	285432	285032
1999	40	303175	302090
1999	41	315346	315454
1999	42	320355	322339
1999	43	318607	321473
1999	44	321349	325130
1999	45	308225	316404
1999	46	305327	314346
1999	47	301592	312379
1999	48	294546	308865
1999	49	283935	296803
1999	50	268219	283493
1999	51	260346	275679
1999	52	242023	257973
1999	53	217868	237276
1999	54	157199	173577
1999	55	152933	171070
1999	56	147708	166360
1999	57	144431	164445
1999	58	153161	175413
1999	59	158502	185695
1999	60	157819	187829
1999	61	154877	187343
1999	62	155303	189259
1999	63	155280	193471
1999	64	151161	190189
1999	65	144493	185162
1999	66	139572	180526
1999	67	141282	188361
1999	68	139442	187850
1999	69	137644	191944
1999	70	124608	178626
1999	71	115219	172472
1999	72	100916	159620
1999	73	92478	157811
1999	74	90188	159659
1999	75	76777	142475
1999	76	72556	136612
1999	77	64409	124764
1999	78	51857	101522
1999	79	47980	92581
1999	80	37265	77583
1999	81	23516	51523
1999	82	21289	46086
1999	83	19589	45288
1999	84	18118	44879
1999	85	20102	50434
1999	86	17145	44100
1999	87	14628	39623
1999	88	11136	31129
1999	89	9318	26416
1999	90	6866	20340
1999	91	5096	15185
1999	92	3762	11730
1999	93	2600	8330
1999	94	1572	5745
1999	95	1185	4123
1999	96	707	2699
1999	97	451	1601
1999	98	267	1105
1999	99	245	825
1999	100	177	887
2000	0	193317	183619
2000	1	195201	185717
2000	2	201384	190662
2000	3	208923	198737
2000	4	219108	208200
2000	5	224379	214750
2000	6	236852	227590
2000	7	247322	236414
2000	8	258434	247228
2000	9	274717	261217
2000	10	281556	268531
2000	11	285259	271377
2000	12	292573	279635
2000	13	300482	285044
2000	14	315245	300978
2000	15	338152	322987
2000	16	348490	332916
2000	17	354986	340923
2000	18	341340	326223
2000	19	323762	312591
2000	20	328246	318401
2000	21	323911	312631
2000	22	314733	305108
2000	23	310718	300069
2000	24	311976	302944
2000	25	301478	293871
2000	26	292359	282841
2000	27	279998	272285
2000	28	272305	263751
2000	29	260173	253434
2000	30	254824	247014
2000	31	244325	237370
2000	32	241567	234327
2000	33	238016	231834
2000	34	240071	233979
2000	35	244493	238672
2000	36	250426	244804
2000	37	255953	251399
2000	38	259101	254534
2000	39	267950	265428
2000	40	284126	284354
2000	41	301747	301385
2000	42	313726	314697
2000	43	318498	321483
2000	44	316501	320457
2000	45	319121	324092
2000	46	305965	315342
2000	47	302904	313213
2000	48	299020	311270
2000	49	291833	307722
2000	50	280982	295632
2000	51	265408	282244
2000	52	257357	274355
2000	53	238983	256698
2000	54	214978	235955
2000	55	154903	172483
2000	56	150538	169919
2000	57	145246	165192
2000	58	141794	163136
2000	59	150149	173963
2000	60	155062	184064
2000	61	154226	186181
2000	62	151086	185538
2000	63	151209	187301
2000	64	150814	191188
2000	65	146517	187748
2000	66	139769	182618
2000	67	134657	177656
2000	68	135839	185231
2000	69	133851	184280
2000	70	131596	187980
2000	71	118649	174395
2000	72	109188	168038
2000	73	95208	154945
2000	74	86885	152752
2000	75	84191	153981
2000	76	71416	136605
2000	77	67074	130384
2000	78	59164	118314
2000	79	47160	95661
2000	80	43306	86719
2000	81	33418	71898
2000	82	20893	47322
2000	83	18724	41891
2000	84	16978	40785
2000	85	15556	39970
2000	86	17099	44398
2000	87	14328	38164
2000	88	12009	33706
2000	89	8958	26141
2000	90	7414	21700
2000	91	5339	16297
2000	92	3886	11881
2000	93	2839	9006
2000	94	1918	6241
2000	95	1143	4169
2000	96	813	3012
2000	97	502	1886
2000	98	307	1050
2000	99	182	747
2000	100	282	1146
2001	0	185902	176819
2001	1	193162	183428
2001	2	195155	185701
2001	3	201358	190666
2001	4	208907	198729
2001	5	219080	208190
2001	6	224359	214715
2001	7	236849	227573
2001	8	247288	236394
2001	9	258396	247190
2001	10	274654	261162
2001	11	281509	268486
2001	12	285155	271315
2001	13	292411	279503
2001	14	300271	284897
2001	15	314970	300778
2001	16	337763	322775
2001	17	347954	332691
2001	18	353634	340705
2001	19	340133	326001
2001	20	323025	312334
2001	21	327584	318107
2001	22	323305	312335
2001	23	314173	304870
2001	24	310173	299790
2001	25	311482	302676
2001	26	301074	293562
2001	27	291934	282557
2001	28	279577	272014
2001	29	271931	263473
2001	30	259760	253183
2001	31	254406	246784
2001	32	243869	237123
2001	33	241123	234082
2001	34	237465	231587
2001	35	239503	233694
2001	36	243879	238319
2001	37	249663	244439
2001	38	255115	250998
2001	39	258106	254105
2001	40	266861	264924
2001	41	282875	283734
2001	42	300264	300725
2001	43	312041	313935
2001	44	316684	320590
2001	45	314492	319658
2001	46	316860	323190
2001	47	303610	314359
2001	48	300452	312094
2001	49	296376	310119
2001	50	288943	306470
2001	51	278108	294303
2001	52	262436	280970
2001	53	254272	273065
2001	54	235867	255442
2001	55	211941	234636
2001	56	152663	171403
2001	57	148041	168829
2001	58	142738	164047
2001	59	139138	161962
2001	60	147121	172543
2001	61	151654	182536
2001	62	150626	184451
2001	63	147319	183811
2001	64	147008	185336
2001	65	146398	188902
2001	66	141900	185304
2001	67	134963	179954
2001	68	129665	174846
2001	69	130350	181955
2001	70	128254	180491
2001	71	125631	183821
2001	72	112691	170034
2001	73	103364	163358
2001	74	89802	150316
2001	75	81531	147400
2001	76	78500	147884
2001	77	66162	130639
2001	78	61821	123990
2001	79	53969	111834
2001	80	42929	89889
2001	81	39068	80635
2001	82	29778	66243
2001	83	18372	43075
2001	84	16409	37713
2001	85	14748	36315
2001	86	13208	35227
2001	87	14331	38540
2001	88	11837	32675
2001	89	9658	28178
2001	90	7008	21522
2001	91	5823	17552
2001	92	4034	12833
2001	93	2884	9224
2001	94	2052	6811
2001	95	1368	4609
2001	96	799	2993
2001	97	549	2159
2001	98	353	1267
2001	99	216	850
2001	100	291	1114
2002	0	181445	171109
2002	1	185774	176754
2002	2	193092	183398
2002	3	195123	185669
2002	4	201300	190621
2002	5	208854	198676
2002	6	219013	208146
2002	7	224281	214646
2002	8	236788	227497
2002	9	247204	236343
2002	10	258297	247117
2002	11	274552	261091
2002	12	281393	268405
2002	13	284995	271189
2002	14	292161	279331
2002	15	299940	284683
2002	16	314548	300543
2002	17	337204	322503
2002	18	346581	332349
2002	19	352410	340415
2002	20	339407	325655
2002	21	322342	312032
2002	22	326957	317759
2002	23	322744	311991
2002	24	313625	304534
2002	25	309674	299444
2002	26	310966	302331
2002	27	300571	293248
2002	28	291463	282265
2002	29	279149	271719
2002	30	271474	263163
2002	31	259267	252898
2002	32	253894	246482
2002	33	243316	236791
2002	34	240518	233783
2002	35	236854	231235
2002	36	238879	233319
2002	37	243140	237893
2002	38	248831	243978
2002	39	254164	250513
2002	40	257000	253581
2002	41	265731	264346
2002	42	281463	283108
2002	43	298643	299985
2002	44	310088	313074
2002	45	314685	319752
2002	46	312347	318707
2002	47	314419	322211
2002	48	301246	313331
2002	49	297894	311017
2002	50	293551	308941
2002	51	285879	305122
2002	52	275009	292975
2002	53	259356	279612
2002	54	251054	271683
2002	55	232552	253999
2002	56	208880	233213
2002	57	150185	170304
2002	58	145524	167664
2002	59	140195	162866
2002	60	136361	160652
2002	61	143927	171189
2002	62	148113	180939
2002	63	146884	182770
2002	64	143307	181814
2002	65	142743	183204
2002	66	141983	186577
2002	67	137165	182665
2002	68	130101	177214
2002	69	124732	171864
2002	70	124873	178496
2002	71	122606	176688
2002	72	119569	179599
2002	73	106747	165429
2002	74	97464	158445
2002	75	84193	145315
2002	76	76122	141973
2002	77	73039	141521
2002	78	61029	124379
2002	79	56649	117345
2002	80	49034	105190
2002	81	38775	83901
2002	82	34912	74623
2002	83	26300	60617
2002	84	16019	39050
2002	85	14241	33795
2002	86	12556	32202
2002	87	11069	30673
2002	88	11858	33006
2002	89	9619	27459
2002	90	7651	23480
2002	91	5492	17473
2002	92	4507	14054
2002	93	2993	9908
2002	94	2181	6986
2002	95	1498	5044
2002	96	1016	3387
2002	97	559	2166
2002	98	369	1485
2002	99	244	881
2002	100	358	1315
2003	0	179512	169569
2003	1	181325	171090
2003	2	185735	176754
2003	3	193047	183388
2003	4	195109	185647
2003	5	201256	190572
2003	6	208811	198626
2003	7	218958	208103
2003	8	224205	214610
2003	9	236713	227450
2003	10	247143	236290
2003	11	258218	247052
2003	12	274447	261033
2003	13	281277	268322
2003	14	284839	271070
2003	15	291943	279171
2003	16	299612	284503
2003	17	314076	300332
2003	18	336060	322276
2003	19	345595	332098
2003	20	351721	340122
2003	21	338700	325384
2003	22	321726	311773
2003	23	326366	317457
2003	24	322215	311736
2003	25	313166	304253
2003	26	309215	299158
2003	27	310464	302060
2003	28	300145	292970
2003	29	291054	281974
2003	30	278730	271413
2003	31	271001	262930
2003	32	258831	252633
2003	33	253394	246225
2003	34	242780	236548
2003	35	239940	233493
2003	36	236214	230932
2003	37	238213	232969
2003	38	242405	237554
2003	39	248000	243575
2003	40	253170	250018
2003	41	255860	253092
2003	42	264510	263800
2003	43	280035	282446
2003	44	296980	299222
2003	45	308118	312285
2003	46	312580	318872
2003	47	310159	317835
2003	48	312025	321241
2003	49	298724	312325
2003	50	295192	309912
2003	51	290646	307710
2003	52	282799	303818
2003	53	271819	291559
2003	54	256114	278232
2003	55	247798	270231
2003	56	229276	252608
2003	57	205644	231774
2003	58	147596	169114
2003	59	142778	166446
2003	60	137430	161560
2003	61	133369	159377
2003	62	140617	169675
2003	63	144463	179188
2003	64	143067	180904
2003	65	139299	179869
2003	66	138382	180909
2003	67	137282	184052
2003	68	132230	179939
2003	69	125089	174268
2003	70	119650	168697
2003	71	119410	174861
2003	72	116613	172534
2003	73	113354	174863
2003	74	100831	160617
2003	75	91682	153274
2003	76	78639	140047
2003	77	70780	136178
2003	78	67277	134928
2003	79	55978	117793
2003	80	51418	110212
2003	81	44270	98213
2003	82	34772	77544
2003	83	30803	68350
2003	84	22938	54808
2003	85	13759	34986
2003	86	12057	29904
2003	87	10441	28071
2003	88	9163	26218
2003	89	9541	27693
2003	90	7762	22644
2003	91	5969	19036
2003	92	4203	13785
2003	93	3355	10872
2003	94	2153	7457
2003	95	1557	5166
2003	96	1076	3621
2003	97	702	2392
2003	98	383	1512
2003	99	269	1029
2003	100	413	1477
2004	0	182294	171880
2004	1	179469	169549
2004	2	181311	171075
2004	3	185720	176776
2004	4	193032	183375
2004	5	195054	185617
2004	6	201207	190548
2004	7	208753	198609
2004	8	218909	208063
2004	9	224136	214576
2004	10	236645	227422
2004	11	247079	236247
2004	12	258145	247009
2004	13	274366	260956
2004	14	281165	268250
2004	15	284649	270957
2004	16	291666	279019
2004	17	299223	284316
2004	18	313171	300157
2004	19	335241	322075
2004	20	344944	331829
2004	21	351062	339860
2004	22	338096	325155
2004	23	321139	311561
2004	24	325873	317240
2004	25	321774	311471
2004	26	312701	304035
2004	27	308788	298945
2004	28	310018	301809
2004	29	299754	292758
2004	30	290629	281777
2004	31	278332	271189
2004	32	270552	262746
2004	33	258376	252408
2004	34	252892	246051
2004	35	242226	236327
2004	36	239351	233247
2004	37	235589	230674
2004	38	237476	232667
2004	39	241609	237181
2004	40	247121	243177
2004	41	252118	249579
2004	42	254705	252597
2004	43	263208	263184
2004	44	278436	281810
2004	45	295095	298448
2004	46	306010	311472
2004	47	310284	317939
2004	48	307789	316911
2004	49	309333	320188
2004	50	295877	311240
2004	51	292254	308774
2004	52	287496	306434
2004	53	279414	302382
2004	54	268358	290132
2004	55	252518	276801
2004	56	244133	268724
2004	57	225735	251155
2004	58	202147	230255
2004	59	145050	167936
2004	60	139861	165145
2004	61	134577	160261
2004	62	130276	158052
2004	63	137296	168124
2004	64	140603	177326
2004	65	139195	178889
2004	66	135149	177702
2004	67	133886	178614
2004	68	132509	181401
2004	69	127273	177086
2004	70	120035	171247
2004	71	114486	165322
2004	72	113881	171010
2004	73	110842	168283
2004	74	107256	170012
2004	75	94836	155618
2004	76	85986	147952
2004	77	73378	134558
2004	78	65519	130203
2004	79	61861	128097
2004	80	51113	111047
2004	81	46580	103170
2004	82	39683	91144
2004	83	30888	71314
2004	84	27035	62285
2004	85	19846	49237
2004	86	11736	31047
2004	87	10258	26237
2004	88	8709	24155
2004	89	7504	22256
2004	90	7640	23080
2004	91	6145	18398
2004	92	4603	15297
2004	93	3172	10814
2004	94	2488	8357
2004	95	1528	5474
2004	96	1129	3776
2004	97	757	2583
2004	98	494	1677
2004	99	253	1071
2004	100	490	1717
2005	0	186390	176261
2005	1	182341	171882
2005	2	179425	169546
2005	3	181294	171057
2005	4	185683	176752
2005	5	192997	183329
2005	6	194995	185556
2005	7	201136	190504
2005	8	208694	198555
2005	9	218845	208003
2005	10	224092	214519
2005	11	236578	227366
2005	12	247011	236183
2005	13	258085	246946
2005	14	274255	260895
2005	15	281009	268181
2005	16	284413	270831
2005	17	291310	278880
2005	18	298251	284180
2005	19	312280	299948
2005	20	334544	321824
2005	21	344289	331572
2005	22	350274	339521
2005	23	337360	324877
2005	24	320470	311296
2005	25	325251	316911
2005	26	321178	311143
2005	27	312132	303726
2005	28	308280	298640
2005	29	309527	301541
2005	30	299210	292507
2005	31	290106	281504
2005	32	277820	270932
2005	33	270034	262516
2005	34	257802	252112
2005	35	252272	245804
2005	36	241639	236075
2005	37	238650	232952
2005	38	234857	230348
2005	39	236660	232317
2005	40	240713	236757
2005	41	246071	242742
2005	42	250887	249090
2005	43	253354	252049
2005	44	261667	262476
2005	45	276766	281071
2005	46	293004	297660
2005	47	303764	310542
2005	48	307704	316946
2005	49	305092	315830
2005	50	306355	318995
2005	51	292954	310042
2005	52	289093	307524
2005	53	284074	305070
2005	54	275808	300932
2005	55	264606	288667
2005	56	248908	275191
2005	57	240230	267059
2005	58	221945	249491
2005	59	198570	228605
2005	60	142194	166680
2005	61	136850	163779
2005	62	131542	158902
2005	63	127182	156528
2005	64	133830	166510
2005	65	136718	175434
2005	66	135049	176797
2005	67	130854	175399
2005	68	129200	176149
2005	69	127720	178610
2005	70	122227	173969
2005	71	114989	167968
2005	72	109314	161754
2005	73	108257	166988
2005	74	105021	163754
2005	75	101197	164832
2005	76	88958	150412
2005	77	80286	142263
2005	78	67970	128756
2005	79	60268	123875
2005	80	56602	121006
2005	81	46376	104007
2005	82	41899	95667
2005	83	35257	83753
2005	84	27187	65042
2005	85	23546	56149
2005	86	17038	43654
2005	87	9900	27185
2005	88	8523	22666
2005	89	7098	20536
2005	90	6053	18406
2005	91	5999	18837
2005	92	4752	14716
2005	93	3478	12005
2005	94	2379	8227
2005	95	1857	6290
2005	96	1081	3890
2005	97	788	2648
2005	98	524	1841
2005	99	344	1175
2005	100	544	1910
2006	0	191554	181041
2006	1	186258	176184
2006	2	182191	171733
2006	3	179261	169424
2006	4	181154	170921
2006	5	185515	176604
2006	6	192827	183167
2006	7	194819	185396
2006	8	200965	190367
2006	9	208535	198408
2006	10	218677	207825
2006	11	223921	214381
2006	12	236411	227239
2006	13	246849	236037
2006	14	257873	246823
2006	15	274036	260751
2006	16	280762	268025
2006	17	283998	270635
